metric,mean,method,i,dataset
RMSE,6.039233017455429,KF,21,real
RMSPE,0.12086981895771347,KF,21,real
RSR,0.9592705975383669,KF,21,real
r,0.33772913447024094,KF,21,real
r2,0.11787215183039194,KF,21,real
CCC,0.11517962032404298,block,21,real
MAE,5.272623530438778,block,21,real
R2,-0.1815458712065888,block,21,real
RMSE,6.66772503334042,block,21,real
RMSPE,0.1358676288672733,block,21,real
RSR,1.0859184084968323,block,21,real
r,0.1478914224492224,block,21,real
r2,0.024352943294377843,block,21,real
CCC,0.4672236052282561,KF,22,simulated
MAE,1.2708710297012444,KF,22,simulated
R2,0.2792685130673861,KF,22,simulated
RMSE,1.5958029817699693,KF,22,simulated
RMSPE,27.84335237786496,KF,22,simulated
RSR,0.8488119683458981,KF,22,simulated
r,0.5445928704193276,KF,22,simulated
r2,0.2968198949795365,KF,22,simulated
CCC,0.22212538985563893,block,22,simulated
MAE,1.465010780032423,block,22,simulated
R2,-0.09973309537316351,block,22,simulated
RMSE,1.8598727605281375,block,22,simulated
RMSPE,31.478840404799055,block,22,simulated
RSR,1.0444228992014442,block,22,simulated
r,0.32755477677131084,block,22,simulated
r2,0.1073824270577528,block,22,simulated
CCC,0.2708700762049461,KF,22,real
MAE,4.794019178130394,KF,22,real
R2,0.07856622432186999,KF,22,real
RMSE,6.04418265220124,KF,22,real
RMSPE,0.12000903819666707,KF,22,real
RSR,0.9594956738331347,KF,22,real
r,0.33169154223856534,KF,22,real
r2,0.11523744977858737,KF,22,real
CCC,0.12932119244421872,block,22,real
MAE,5.221370711280646,block,22,real
R2,-0.169461666088639,block,22,real
RMSE,6.61762090528955,block,22,real
RMSPE,0.13503111321878103,block,22,real
RSR,1.0795967524814476,block,22,real
r,0.1668828957722528,block,22,real
r2,0.02991255347646996,block,22,real
CCC,0.41817033114010144,KF,23,simulated
MAE,1.324609305708472,KF,23,simulated
R2,0.2310672709164879,KF,23,simulated
RMSE,1.666084392927491,KF,23,simulated
RMSPE,9.697557037094127,KF,23,simulated
RSR,0.8759844295214446,KF,23,simulated
r,0.5002020889705677,KF,23,simulated
r2,0.2552953224466155,KF,23,simulated
CCC,0.31502187924558356,block,23,simulated
MAE,1.4297211614549379,block,23,simulated
R2,0.016437847893065904,block,23,simulated
RMSE,1.7618591639019734,block,23,simulated
RMSPE,6.829575114733571,block,23,simulated
RSR,0.9849922902104916,block,23,simulated
r,0.4636699978430563,block,23,simulated
r2,0.21894187006354557,block,23,simulated
CCC,0.2992473120509352,KF,23,real
MAE,4.640085204312537,KF,23,real
R2,0.10979191247436693,KF,23,real
RMSE,5.926504819369719,KF,23,real
RMSPE,0.11921981906180396,KF,23,real
RSR,0.9427240243118904,KF,23,real
r,0.3706226098673648,KF,23,real
r2,0.14193301723095816,KF,23,real
CCC,0.119933075001676,block,23,real
MAE,5.223830449914115,block,23,real
R2,-0.16172938721504218,block,23,real
RMSE,6.605174731750811,block,23,real
RMSPE,0.1353203905803165,block,23,real
RSR,1.0765018275717007,block,23,real
r,0.15884337799925582,block,23,real
r2,0.027445177434027235,block,23,real
CCC,0.47136277039064245,KF,24,simulated
MAE,1.2758801563485493,KF,24,simulated
R2,0.2802040705292029,KF,24,simulated
RMSE,1.577746603084299,KF,24,simulated
RMSPE,5.174172131753977,KF,24,simulated
RSR,0.8481042568489112,KF,24,simulated
r,0.5450874050312808,KF,24,simulated
r2,0.29775228978434376,KF,24,simulated
CCC,0.29683027130890555,block,24,simulated
MAE,1.3464867739862187,block,24,simulated
R2,0.028378938918381575,block,24,simulated
RMSE,1.6629279516570925,block,24,simulated
RMSPE,4.224717015684336,block,24,simulated
RSR,0.9773934885944341,block,24,simulated
r,0.3977610639139404,block,24,simulated
r2,0.16858978008402614,block,24,simulated
CCC,0.23358631860075643,KF,24,real
MAE,4.876911207787432,KF,24,real
R2,0.017631440161274863,KF,24,real
RMSE,6.246331923218723,KF,24,real
RMSPE,0.12565862332242445,KF,24,real
RSR,0.9909276895929975,KF,24,real
r,0.28442481142061077,KF,24,real
r2,0.08252151014485841,KF,24,real
CCC,0.12157537830581315,block,24,real
MAE,5.240179147223663,block,24,real
R2,-0.17129190602329603,block,24,real
RMSE,6.621778081985494,block,24,real
RMSPE,0.13556931428048777,block,24,real
RSR,1.0804081414213014,block,24,real
r,0.15570799068380728,block,24,real
r2,0.02704381379829615,block,24,real
CCC,0.41900837886909326,KF,25,simulated
MAE,1.313149924806493,KF,25,simulated
R2,0.21896676210141533,KF,25,simulated
RMSE,1.6311043036093544,KF,25,simulated
RMSPE,17.244547600383395,KF,25,simulated
RSR,0.8832232084646585,KF,25,simulated
r,0.4942985928379069,KF,25,simulated
r2,0.24581850194495913,KF,25,simulated
CCC,0.1967811757777378,block,25,simulated
MAE,1.5723549962962835,block,25,simulated
R2,-0.2523836365313736,block,25,simulated
RMSE,1.947029020679558,block,25,simulated
RMSPE,24.315542156209016,block,25,simulated
RSR,1.112304458327442,block,25,simulated
r,0.3183622365154201,block,25,simulated
r2,0.11752054475474105,block,25,simulated
CCC,0.20637862891039152,KF,25,real
MAE,4.937723510765232,KF,25,real
R2,0.001560767193531376,KF,25,real
RMSE,6.245827432292959,KF,25,real
RMSPE,0.12609225052207448,KF,25,real
RSR,0.9987355741334892,KF,25,real
r,0.26519029416436923,KF,25,real
r2,0.07444105046467159,KF,25,real
CCC,0.13807690089168925,block,25,real
MAE,5.167720161574668,block,25,real
R2,-0.14338800979869637,block,25,real
RMSE,6.546185586095892,block,25,real
RMSPE,0.13362327814570307,block,25,real
RSR,1.0676775640896607,block,25,real
r,0.18172307176692137,block,25,real
r2,0.03596620863953546,block,25,real
CCC,0.40692407930428215,KF,26,simulated
MAE,1.2906103064618304,KF,26,simulated
R2,0.2340523858711073,KF,26,simulated
RMSE,1.6247994412228328,KF,26,simulated
RMSPE,75.79106512938182,KF,26,simulated
RSR,0.8744245407074152,KF,26,simulated
r,0.49100359039453617,KF,26,simulated
r2,0.24448983535391347,KF,26,simulated
CCC,0.21554007165493894,block,26,simulated
MAE,1.4304463672447438,block,26,simulated
R2,-0.010030317521352786,block,26,simulated
RMSE,1.7709239880717813,block,26,simulated
RMSPE,51.07280440440243,block,26,simulated
RSR,1.004028371136998,block,26,simulated
r,0.3529045832424981,block,26,simulated
r2,0.1333541701979267,block,26,simulated
CCC,0.2832321680149062,KF,26,real
MAE,4.701822693632155,KF,26,real
R2,0.09582991323190386,KF,26,real
RMSE,5.982441552420528,KF,26,real
RMSPE,0.12013363157292477,KF,26,real
RSR,0.9507856138552269,KF,26,real
r,0.3510952178136824,KF,26,real
r2,0.1245598499992202,KF,26,real
CCC,0.13018739413823655,block,26,real
MAE,5.227342519683199,block,26,real
R2,-0.1607787680079996,block,26,real
RMSE,6.597754779116106,block,26,real
RMSPE,0.1341934285624685,block,26,real
RSR,1.0757668278133716,block,26,real
r,0.1695349055164452,block,26,real
r2,0.029887887876568712,block,26,real
CCC,0.4555733934468953,KF,27,simulated
MAE,1.3030823564050886,KF,27,simulated
R2,0.28688640514541963,KF,27,simulated
RMSE,1.6173998416562316,KF,27,simulated
RMSPE,5.209913477722282,KF,27,simulated
RSR,0.8437368303602968,KF,27,simulated
r,0.547939181408991,KF,27,simulated
r2,0.3027506815689478,KF,27,simulated
CCC,0.24133289547397227,block,27,simulated
MAE,1.5144971835043062,block,27,simulated
R2,-0.10856093983865837,block,27,simulated
RMSE,1.890396551823314,block,27,simulated
RMSPE,6.124804552672413,block,27,simulated
RSR,1.049509196036718,block,27,simulated
r,0.3685992644994119,block,27,simulated
r2,0.142381437232115,block,27,simulated
CCC,0.2563722514761631,KF,27,real
MAE,4.76463203696212,KF,27,real
R2,0.04740734806742253,KF,27,real
RMSE,6.117801510072492,KF,27,real
RMSPE,0.12402790293772102,KF,27,real
RSR,0.9748230502935143,KF,27,real
r,0.3185268972986728,KF,27,real
r2,0.10985018170180456,KF,27,real
CCC,0.1110028669823464,block,27,real
MAE,5.257329294372337,block,27,real
R2,-0.18354109372313646,block,27,real
RMSE,6.666162541672062,block,27,real
RMSPE,0.13630794437252114,block,27,real
RSR,1.0864964950112628,block,27,real
r,0.14544198898403904,block,27,real
r2,0.023933456089056976,block,27,real
CCC,0.4008492555900604,KF,28,simulated
MAE,1.3560485280633345,KF,28,simulated
R2,0.2209422714564676,KF,28,simulated
RMSE,1.7037012026182892,KF,28,simulated
RMSPE,11.503221298829336,KF,28,simulated
RSR,0.8825467304096852,KF,28,simulated
r,0.4836008022168012,KF,28,simulated
r2,0.23408002042140086,KF,28,simulated
CCC,0.19936972210896334,block,28,simulated
MAE,1.5305010472768525,block,28,simulated
R2,-0.09069538873076481,block,28,simulated
RMSE,1.927757429872365,block,28,simulated
RMSPE,9.147971707601757,block,28,simulated
RSR,1.0437534260804384,block,28,simulated
r,0.29588294948091565,block,28,simulated
r2,0.11448139144596925,block,28,simulated
CCC,0.25431625731882507,KF,28,real
MAE,4.929435579166577,KF,28,real
R2,0.03796999912779956,KF,28,real
RMSE,6.160090186692546,KF,28,real
RMSPE,0.1236928701430694,KF,28,real
RSR,0.9805720821661166,KF,28,real
r,0.3137438030148942,KF,28,real
r2,0.10041155265505075,KF,28,real
CCC,0.09969069987212893,block,28,real
MAE,5.310394408963329,block,28,real
R2,-0.20740417914041398,block,28,real
RMSE,6.731291340276051,block,28,real
RMSPE,0.13699500893156133,block,28,real
RSR,1.097218383790143,block,28,real
r,0.12786135333810392,block,28,real
r2,0.018014507518809068,block,28,real
CCC,0.4404975006743444,KF,29,simulated
MAE,1.2477310230674064,KF,29,simulated
R2,0.2563802368813715,KF,29,simulated
RMSE,1.6095398641403165,KF,29,simulated
RMSPE,15.72514653031117,KF,29,simulated
RSR,0.8614153955353441,KF,29,simulated
r,0.5166717590477451,KF,29,simulated
r2,0.270435347565679,KF,29,simulated
CCC,0.27442084901237135,block,29,simulated
MAE,1.355821582301303,block,29,simulated
R2,0.034566144323070924,block,29,simulated
RMSE,1.6848786452002298,block,29,simulated
RMSPE,30.97103521060606,block,29,simulated
RSR,0.9796610210606352,block,29,simulated
r,0.40303286145208855,block,29,simulated
r2,0.16722699661773624,block,29,simulated
CCC,0.2610252564373864,KF,29,real
MAE,4.846235756672634,KF,29,real
R2,0.05084897865790191,KF,29,real
RMSE,6.109895010516453,KF,29,real
RMSPE,0.1238295650746215,KF,29,real
RSR,0.973659312804083,KF,29,real
r,0.32141568818914307,KF,29,real
r2,0.10700760253235923,KF,29,real
CCC,0.11211067752350239,block,29,real
MAE,5.2808132877541345,block,29,real
R2,-0.17994502357790262,block,29,real
RMSE,6.656323734130358,block,29,real
RMSPE,0.1356960217730663,block,29,real
RSR,1.084861964219734,block,29,real
r,0.14541019371677819,block,29,real
r2,0.023303515588091257,block,29,real
CCC,0.5121725125764599,KF,30,simulated
MAE,1.083355542567382,KF,30,simulated
R2,0.3525228124027298,KF,30,simulated
RMSE,1.372302459510827,KF,30,simulated
RMSPE,12.935158532376098,KF,30,simulated
RSR,0.8035030196758198,KF,30,simulated
r,0.5990772662593667,KF,30,simulated
r2,0.3629905693002677,KF,30,simulated
CCC,0.46199335163588323,block,30,simulated
MAE,1.1448585262810385,block,30,simulated
R2,0.27736215222289745,block,30,simulated
RMSE,1.4357683307054119,block,30,simulated
RMSPE,13.539808642115124,block,30,simulated
RSR,0.8453162707039255,block,30,simulated
r,0.5365226384204523,block,30,simulated
r2,0.30453476973503824,block,30,simulated
CCC,0.2661149026615972,KF,30,real
MAE,4.7220563402467235,KF,30,real
R2,0.07936017324445925,KF,30,real
RMSE,6.018420969751138,KF,30,real
RMSPE,0.12142593742682634,KF,30,real
RSR,0.9589193358255019,KF,30,real
r,0.33734008567247353,KF,30,real
r2,0.11701008314594341,KF,30,real
CCC,0.14186712375783742,block,30,real
MAE,5.191021197412069,block,30,real
R2,-0.13788429086453732,block,30,real
RMSE,6.5361702743959365,block,30,real
RMSPE,0.1325886997985017,block,30,real
RSR,1.0653438997511122,block,30,real
r,0.1856073228524123,block,30,real
r2,0.03617652010528149,block,30,real
CCC,0.4898876097883613,KF,31,simulated
MAE,1.1255515106162701,KF,31,simulated
R2,0.3187193807570266,KF,31,simulated
RMSE,1.4076889659760734,KF,31,simulated
RMSPE,11.547259243822348,KF,31,simulated
RSR,0.8247875757113268,KF,31,simulated
r,0.5825479613956331,KF,31,simulated
r2,0.34070603642785907,KF,31,simulated
CCC,0.43849311558333665,block,31,simulated
MAE,1.1663595028412013,block,31,simulated
R2,0.2582430194803514,block,31,simulated
RMSE,1.4628996862107915,block,31,simulated
RMSPE,11.03937653418334,block,31,simulated
RSR,0.8604265263093077,block,31,simulated
r,0.5204738835198972,block,31,simulated
r2,0.27578904420697853,block,31,simulated
CCC,0.2708784859033728,KF,31,real
MAE,4.6978420411554636,KF,31,real
R2,0.0599544117186683,KF,31,real
RMSE,6.079111182447085,KF,31,real
RMSPE,0.12311725061386908,KF,31,real
RSR,0.9693560827680718,KF,31,real
r,0.3351136665830838,KF,31,real
r2,0.1141053454249072,KF,31,real
CCC,0.1305878475112783,block,31,real
MAE,5.217559722886834,block,31,real
R2,-0.15094425703201156,block,31,real
RMSE,6.5752906969916465,block,31,real
RMSPE,0.13379168492913732,block,31,real
RSR,1.0715299283947222,block,31,real
r,0.1705178969494702,block,31,real
r2,0.03133995957512789,block,31,real
CCC,0.4238128239230438,KF,32,simulated
MAE,1.1458172587420201,KF,32,simulated
R2,0.2652808227709723,KF,32,simulated
RMSE,1.4282604459523138,KF,32,simulated
RMSPE,13.446607294209583,KF,32,simulated
RSR,0.8569930475506645,KF,32,simulated
r,0.5228501288217294,KF,32,simulated
r2,0.2742222557069022,KF,32,simulated
CCC,0.3862867392307147,block,32,simulated
MAE,1.1882205054022423,block,32,simulated
R2,0.21737889098272692,block,32,simulated
RMSE,1.4702697547556587,block,32,simulated
RMSPE,11.979844275604833,block,32,simulated
RSR,0.8832856469843248,block,32,simulated
r,0.47600073333674153,block,32,simulated
r2,0.23310767446489866,block,32,simulated
CCC,0.2597660173093637,KF,32,real
MAE,4.839226315465447,KF,32,real
R2,0.06389221820256134,KF,32,real
RMSE,6.095583562694148,KF,32,real
RMSPE,0.12188834782395042,KF,32,real
RSR,0.967493629625353,KF,32,real
r,0.3212105537548592,KF,32,real
r2,0.10361034543717866,KF,32,real
CCC,0.11722551952488608,block,32,real
MAE,5.27429327479186,block,32,real
R2,-0.1811420389863175,block,32,real
RMSE,6.651628291281031,block,32,real
RMSPE,0.1354408603615113,block,32,real
RSR,1.0849331103503852,block,32,real
r,0.15437417189887084,block,32,real
r2,0.024721899024970687,block,32,real
CCC,0.44057379571331196,KF,33,simulated
MAE,1.1670512811370266,KF,33,simulated
R2,0.25971977779444266,KF,33,simulated
RMSE,1.4548496479229744,KF,33,simulated
RMSPE,23.46581342199721,KF,33,simulated
RSR,0.859732242691153,KF,33,simulated
r,0.5214348846887998,KF,33,simulated
r2,0.27440500412405583,KF,33,simulated
CCC,0.4008074569056719,block,33,simulated
MAE,1.1953612128293551,block,33,simulated
R2,0.21229481228804703,block,33,simulated
RMSE,1.4968381214311643,block,33,simulated
RMSPE,32.62636001228535,block,33,simulated
RSR,0.8857939381450713,block,33,simulated
r,0.4703748459493952,block,33,simulated
r2,0.23145949252600947,block,33,simulated
CCC,0.2670814018903869,KF,33,real
MAE,4.8054960313466895,KF,33,real
R2,0.07013782200461194,KF,33,real
RMSE,6.068833003337854,KF,33,real
RMSPE,0.12170181778508789,KF,33,real
RSR,0.9640972256862005,KF,33,real
r,0.3303950815877983,KF,33,real
r2,0.1109205119531373,KF,33,real
CCC,0.12397180983394525,block,33,real
MAE,5.227892238237771,block,33,real
R2,-0.16404231785375653,block,33,real
RMSE,6.616034060069285,block,33,real
RMSPE,0.13444014175695904,block,33,real
RSR,1.0777825718405036,block,33,real
r,0.15811000095166797,block,33,real
r2,0.02846795174917016,block,33,real
CCC,0.4807340043854356,KF,34,simulated
MAE,1.2752007784334172,KF,34,simulated
R2,0.3058387891541458,KF,34,simulated
RMSE,1.6113540835031888,KF,34,simulated
RMSPE,21.630675750592022,KF,34,simulated
RSR,0.8317463301183651,KF,34,simulated
r,0.5610843308323702,KF,34,simulated
r2,0.319915351448985,KF,34,simulated
CCC,0.26026105491362844,block,34,simulated
MAE,1.4853113829803704,block,34,simulated
R2,-0.0898595716849216,block,34,simulated
RMSE,1.8645961137806992,block,34,simulated
RMSPE,21.646323502862998,block,34,simulated
RSR,1.0358041425982203,block,34,simulated
r,0.4099336710792218,block,34,simulated
r2,0.17260794447194147,block,34,simulated
CCC,0.27375192340930604,KF,34,real
MAE,4.742667212864013,KF,34,real
R2,0.08498302097843324,KF,34,real
RMSE,6.026987811707886,KF,34,real
RMSPE,0.12156569996401832,KF,34,real
RSR,0.9562641002740387,KF,34,real
r,0.3437122888195239,KF,34,real
r2,0.11917814045966996,KF,34,real
CCC,0.10853744682145681,block,34,real
MAE,5.285950474637348,block,34,real
R2,-0.19127945714186576,block,34,real
RMSE,6.686086039675094,block,34,real
RMSPE,0.13699034962501877,block,34,real
RSR,1.0899332120042147,block,34,real
r,0.13971765426959135,block,34,real
r2,0.02221840646100547,block,34,real
CCC,0.382870574138597,KF,35,simulated
MAE,1.3550163348390398,KF,35,simulated
R2,0.2026785364689038,KF,35,simulated
RMSE,1.680125164804636,KF,35,simulated
RMSPE,4.62684071200441,KF,35,simulated
RSR,0.892770810101633,KF,35,simulated
r,0.46367023897580434,KF,35,simulated
r2,0.21559302735202443,KF,35,simulated
CCC,0.21950199192035702,block,35,simulated
MAE,1.4901491763071253,block,35,simulated
R2,-0.07101132966022254,block,35,simulated
RMSE,1.8245768344126965,block,35,simulated
RMSPE,6.0782410550556065,block,35,simulated
RSR,1.0336453052522,block,35,simulated
r,0.33958171037803675,block,35,simulated
r2,0.11944566258075973,block,35,simulated
CCC,0.2315815836145981,KF,35,real
MAE,4.813334527342686,KF,35,real
R2,0.03456920628344443,KF,35,real
RMSE,6.181731609817241,KF,35,real
RMSPE,0.12506627614185026,KF,35,real
RSR,0.9812616838922831,KF,35,real
r,0.28977705717194246,KF,35,real
r2,0.09376208700193078,KF,35,real
CCC,0.11929253707765985,block,35,real
MAE,5.2410548747727,block,35,real
R2,-0.16257277136650913,block,35,real
RMSE,6.60507255482485,block,35,real
RMSPE,0.13466963468812154,block,35,real
RSR,1.0768144745554742,block,35,real
r,0.1534807147340728,block,35,real
r2,0.029002439970574948,block,35,real
CCC,0.4463292153617577,KF,36,simulated
MAE,1.2954275106473403,KF,36,simulated
R2,0.2756546281802509,KF,36,simulated
RMSE,1.6042208199421168,KF,36,simulated
RMSPE,12.355628638450902,KF,36,simulated
RSR,0.8498841352904304,KF,36,simulated
r,0.5301095831671029,KF,36,simulated
r2,0.2857945163464857,KF,36,simulated
CCC,0.15646240481022078,block,36,simulated
MAE,1.5956027454312924,block,36,simulated
R2,-0.31532202320602937,block,36,simulated
RMSE,1.9744172705273177,block,36,simulated
RMSPE,12.183666375962183,block,36,simulated
RSR,1.1282795992600947,block,36,simulated
r,0.22543653124003984,block,36,simulated
r2,0.07103745428607712,block,36,simulated
CCC,0.29287459778425634,KF,36,real
MAE,4.687081133964592,KF,36,real
R2,0.08152039165852602,KF,36,real
RMSE,5.954477687345502,KF,36,real
RMSPE,0.11961047982607415,KF,36,real
RSR,0.9578446863254294,KF,36,real
r,0.36371521874019597,KF,36,real
r2,0.1349096603331217,KF,36,real
CCC,0.1273246181390625,block,36,real
MAE,5.205191071622111,block,36,real
R2,-0.16011115869280435,block,36,real
RMSE,6.598351332466333,block,36,real
RMSPE,0.13474934332385982,block,36,real
RSR,1.075654774642677,block,36,real
r,0.16538779642085455,block,36,real
r2,0.029702933142411892,block,36,real
CCC,0.4939167694947169,KF,37,simulated
MAE,1.0752912793024565,KF,37,simulated
R2,0.32380198555246786,KF,37,simulated
RMSE,1.3688198742281399,KF,37,simulated
RMSPE,4.600139077814941,KF,37,simulated
RSR,0.8219317045689706,KF,37,simulated
