metric,mean,method,i,dataset
r2,0.09800750874770651,KF,218,real
CCC,0.11381346627790707,block,218,real
MAE,5.304198584856928,block,218,real
R2,-0.19678474204913413,block,218,real
RMSE,6.698827906242852,block,218,real
RMSPE,0.13650793670225014,block,218,real
RSR,1.0922770625427025,block,218,real
r,0.143042324795042,block,218,real
r2,0.02239031402171517,block,218,real
CCC,0.44390216087796225,KF,219,simulated
MAE,1.3642754478527517,KF,219,simulated
R2,0.2636794857498547,KF,219,simulated
RMSE,1.7075802259972228,KF,219,simulated
RMSPE,6.476498179742791,KF,219,simulated
RSR,0.8567940449404361,KF,219,simulated
r,0.533098226929189,KF,219,simulated
r2,0.28950822236698426,KF,219,simulated
CCC,0.24839390217236842,block,219,simulated
MAE,1.5630697964338223,block,219,simulated
R2,-0.10059307027623028,block,219,simulated
RMSE,1.9348280967059655,block,219,simulated
RMSPE,11.800452225400482,block,219,simulated
RSR,1.0411410406078636,block,219,simulated
r,0.35842512508621915,block,219,simulated
r2,0.1361211549981818,block,219,simulated
CCC,0.3049472787871575,KF,219,real
MAE,4.743376812757021,KF,219,real
R2,0.1058993621829869,KF,219,real
RMSE,5.947704426812595,KF,219,real
RMSPE,0.11992647733349787,KF,219,real
RSR,0.9452223865809883,KF,219,real
r,0.3666963138127654,KF,219,real
r2,0.137213816967061,KF,219,real
CCC,0.12569889906293177,block,219,real
MAE,5.2105902917372084,block,219,real
R2,-0.1585709956268556,block,219,real
RMSE,6.592930978154144,block,219,real
RMSPE,0.1344523191902914,block,219,real
RSR,1.074791653346194,block,219,real
r,0.165644791730572,block,219,real
r2,0.02850246826279261,block,219,real
CCC,0.512697085310088,KF,220,simulated
MAE,1.2289087068817768,KF,220,simulated
R2,0.31395259983246027,KF,220,simulated
RMSE,1.5450200410357173,KF,220,simulated
RMSPE,28.83586334461017,KF,220,simulated
RSR,0.8281372649414579,KF,220,simulated
r,0.5676184076557402,KF,220,simulated
r2,0.32264159318568075,KF,220,simulated
CCC,0.2775391167557588,block,220,simulated
MAE,1.3779556169686213,block,220,simulated
R2,-0.09435907363896608,block,220,simulated
RMSE,1.7391126048625118,block,220,simulated
RMSPE,7.1261983752011675,block,220,simulated
RSR,1.021426461410076,block,220,simulated
r,0.3139900951646662,block,220,simulated
r2,0.19637757688725463,block,220,simulated
CCC,0.2192498514119697,KF,220,real
MAE,4.890642768123455,KF,220,real
R2,0.0040769190439637155,KF,220,real
RMSE,6.238679188319073,KF,220,real
RMSPE,0.12665382014760207,KF,220,real
RSR,0.9968735903028488,KF,220,real
r,0.2789658415661907,KF,220,real
r2,0.08111869289735185,KF,220,real
CCC,0.11473256410090311,block,220,real
MAE,5.226061372961518,block,220,real
R2,-0.16993133404583327,block,220,real
RMSE,6.637011694029684,block,220,real
RMSPE,0.13547961280158186,block,220,real
RSR,1.0806413467715323,block,220,real
r,0.14796918639805967,block,220,real
r2,0.024110808358393715,block,220,real
CCC,0.4729148046963241,KF,221,simulated
MAE,1.1051629140557109,KF,221,simulated
R2,0.2865303090476023,KF,221,simulated
RMSE,1.408702586817805,KF,221,simulated
RMSPE,76.52162344594444,KF,221,simulated
RSR,0.8442775280602947,KF,221,simulated
r,0.5511643026686913,KF,221,simulated
r2,0.3046267631076023,KF,221,simulated
CCC,0.457743404544908,block,221,simulated
MAE,1.1082980281473291,block,221,simulated
R2,0.26665614630386963,block,221,simulated
RMSE,1.4128478539598,block,221,simulated
RMSPE,46.642213865391426,block,221,simulated
RSR,0.8543604960487517,block,221,simulated
r,0.5354986448369778,block,221,simulated
r2,0.29330997971813855,block,221,simulated
CCC,0.20746049440528402,KF,221,real
MAE,5.006751932419238,KF,221,real
R2,-0.04648071378650157,KF,221,real
RMSE,6.430660885407387,KF,221,real
RMSPE,0.13055229991265296,KF,221,real
RSR,1.0227313086273218,KF,221,real
r,0.24743127570382062,KF,221,real
r2,0.06163613706338441,KF,221,real
CCC,0.12277869223991167,block,221,real
MAE,5.214737033964927,block,221,real
R2,-0.15995684730510495,block,221,real
RMSE,6.6000231054968195,block,221,real
RMSPE,0.13460479841522832,block,221,real
RSR,1.0756433958666056,block,221,real
r,0.16063787330475435,block,221,real
r2,0.02922358747402215,block,221,real
CCC,0.4673132174037944,KF,222,simulated
MAE,1.288393021344654,KF,222,simulated
R2,0.27600644177842754,KF,222,simulated
RMSE,1.59226754647667,KF,222,simulated
RMSPE,19.47544171290841,KF,222,simulated
RSR,0.8503228220167839,KF,222,simulated
r,0.5432759413932343,KF,222,simulated
r2,0.29637513081007627,KF,222,simulated
CCC,0.12615845634132258,block,222,simulated
MAE,1.4970972879814821,block,222,simulated
R2,-0.2181857344455512,block,222,simulated
RMSE,1.8621270373368128,block,222,simulated
RMSPE,7.969938448904067,block,222,simulated
RSR,1.0972130219183958,block,222,simulated
r,0.21149893399667277,block,222,simulated
r2,0.04591569296784458,block,222,simulated
CCC,0.25191922052316273,KF,222,real
MAE,4.775885971062727,KF,222,real
R2,0.04270625128934339,KF,222,real
RMSE,6.158529125062835,KF,222,real
RMSPE,0.12296811149998814,KF,222,real
RSR,0.9781810738832123,KF,222,real
r,0.30826322650790966,KF,222,real
r2,0.09571020111666144,KF,222,real
CCC,0.125859233840643,block,222,real
MAE,5.2248379898949375,block,222,real
R2,-0.16202180196984103,block,222,real
RMSE,6.614609334290346,block,222,real
RMSPE,0.13490769550800588,block,222,real
RSR,1.0769424479732992,block,222,real
r,0.16359924383887678,block,222,real
r2,0.028828269095097683,block,222,real
CCC,0.44854072346524143,KF,223,simulated
MAE,1.1451078916641508,KF,223,simulated
R2,0.2784561887937875,KF,223,simulated
RMSE,1.439202887928672,KF,223,simulated
RMSPE,39.94665102390328,KF,223,simulated
RSR,0.8465147109380847,KF,223,simulated
r,0.5355368838872864,KF,223,simulated
r2,0.29636452604045943,KF,223,simulated
CCC,0.41116414753197433,block,223,simulated
MAE,1.197535281591655,block,223,simulated
R2,0.19242045021432885,block,223,simulated
RMSE,1.5124178236832366,block,223,simulated
RMSPE,39.65934721886319,block,223,simulated
RSR,0.8917756556095641,block,223,simulated
r,0.473931113713159,block,223,simulated
r2,0.24910913863303966,block,223,simulated
CCC,0.26845202809805,KF,223,real
MAE,4.812298937019942,KF,223,real
R2,0.05538849302506806,KF,223,real
RMSE,6.114749337674307,KF,223,real
RMSPE,0.12458360558324584,KF,223,real
RSR,0.9715223744005755,KF,223,real
r,0.32647630416382145,KF,223,real
r2,0.10756214666489165,KF,223,real
CCC,0.10326092713766603,block,223,real
MAE,5.289004094448132,block,223,real
R2,-0.18849872349535426,block,223,real
RMSE,6.683361975956565,block,223,real
RMSPE,0.13701776110908978,block,223,real
RSR,1.0889283568014172,block,223,real
r,0.13480256717443193,block,223,real
r2,0.021012814767458587,block,223,real
CCC,0.51992471887824,KF,224,simulated
MAE,1.2899099386739874,KF,224,simulated
R2,0.3351101747011401,KF,224,simulated
RMSE,1.6246293760883164,KF,224,simulated
RMSPE,7.316589809605411,KF,224,simulated
RSR,0.8151172633496483,KF,224,simulated
r,0.5868915422977516,KF,224,simulated
r2,0.3452739002256584,KF,224,simulated
CCC,0.22151334197495695,block,224,simulated
MAE,1.474412303824293,block,224,simulated
R2,-0.04858606302584886,block,224,simulated
RMSE,1.8705106707300176,block,224,simulated
RMSPE,15.930922592007718,block,224,simulated
RSR,1.0225663219031043,block,224,simulated
r,0.34294901856807725,block,224,simulated
r2,0.11934594566728358,block,224,simulated
CCC,0.2553046047456149,KF,224,real
MAE,4.757881309615731,KF,224,real
R2,0.06381848408093312,KF,224,real
RMSE,6.090674050966523,KF,224,real
RMSPE,0.12306918023844092,KF,224,real
RSR,0.9675446018624552,KF,224,real
r,0.32253838933842394,KF,224,real
r2,0.10421443771425944,KF,224,real
CCC,0.12141979264343279,block,224,real
MAE,5.281633009531991,block,224,real
R2,-0.18290154051381532,block,224,real
RMSE,6.653481439480106,block,224,real
RMSPE,0.13557020358561367,block,224,real
RSR,1.085621692586256,block,224,real
r,0.15526715769364316,block,224,real
r2,0.02572386366039038,block,224,real
CCC,0.465744377259127,KF,225,simulated
MAE,1.184449338688239,KF,225,simulated
R2,0.2902633657833804,KF,225,simulated
RMSE,1.4860356842882736,KF,225,simulated
RMSPE,5.694209574329629,KF,225,simulated
RSR,0.8424388478242172,KF,225,simulated
r,0.5545225566507951,KF,225,simulated
r2,0.3077889871052331,KF,225,simulated
CCC,0.40142257067860837,block,225,simulated
MAE,1.2344966272146582,block,225,simulated
R2,0.23063785708773435,block,225,simulated
RMSE,1.5433128097274487,block,225,simulated
RMSPE,6.077809869376535,block,225,simulated
RSR,0.8723397662502811,block,225,simulated
r,0.48140280299986227,block,225,simulated
r2,0.25992996843480276,block,225,simulated
CCC,0.23474524794582485,KF,225,real
MAE,4.792500894344016,KF,225,real
R2,0.05650467176640176,KF,225,real
RMSE,6.108581594857045,KF,225,real
RMSPE,0.12491175145047916,KF,225,real
RSR,0.9710371880079115,KF,225,real
r,0.3041055294494314,KF,225,real
r2,0.09437722844449066,KF,225,real
CCC,0.11917496743316021,block,225,real
MAE,5.252670432594765,block,225,real
R2,-0.1718979131750531,block,225,real
RMSE,6.626149364082454,block,225,real
RMSPE,0.13507373980000095,block,225,real
RSR,1.0807146905622194,block,225,real
r,0.15565982585363772,block,225,real
r2,0.025382172576145227,block,225,real
CCC,0.494363904080442,KF,226,simulated
MAE,1.1650634670537314,KF,226,simulated
R2,0.3181992746532586,KF,226,simulated
RMSE,1.4681078510980823,KF,226,simulated
RMSPE,5.167032510731654,KF,226,simulated
RSR,0.8241123987622331,KF,226,simulated
r,0.5676143992222437,KF,226,simulated
r2,0.32731121866898233,KF,226,simulated
CCC,0.26688272276193203,block,226,simulated
MAE,1.3552631791154053,block,226,simulated
R2,-0.04468137686670389,block,226,simulated
RMSE,1.660285036814139,block,226,simulated
RMSPE,8.577982227809143,block,226,simulated
RSR,1.0001358573186818,block,226,simulated
r,0.3317285540659354,block,226,simulated
r2,0.19270027820188393,block,226,simulated
CCC,0.28120334925441615,KF,226,real
MAE,4.7211437486299745,KF,226,real
R2,0.07052559035061019,KF,226,real
RMSE,6.032635766527517,KF,226,real
RMSPE,0.12075249567614153,KF,226,real
RSR,0.9630237269169566,KF,226,real
r,0.3525723970746726,KF,226,real
r2,0.12707156343812068,KF,226,real
CCC,0.12148470893342371,block,226,real
MAE,5.231759421232499,block,226,real
R2,-0.1641467692258917,block,226,real
RMSE,6.608141954404452,block,226,real
RMSPE,0.13492051583903117,block,226,real
RSR,1.077459322666617,block,226,real
r,0.15806241806829488,block,226,real
r2,0.02912745963758483,block,226,real
CCC,0.37889222265545275,KF,227,simulated
MAE,1.0915843557457034,KF,227,simulated
R2,0.23215192831158535,KF,227,simulated
RMSE,1.3715097308012423,KF,227,simulated
RMSPE,13.558421102429412,KF,227,simulated
RSR,0.8745658947958966,KF,227,simulated
r,0.48407803339722477,KF,227,simulated
r2,0.24568453460300285,KF,227,simulated
CCC,0.33001996695001146,block,227,simulated
MAE,1.1213392016513726,block,227,simulated
R2,0.16726045705079642,block,227,simulated
RMSE,1.4208476428169057,block,227,simulated
RMSPE,9.116287601380215,block,227,simulated
RSR,0.9105192708782218,block,227,simulated
r,0.4292819865442832,block,227,simulated
r2,0.19539199056034992,block,227,simulated
CCC,0.23524830501691366,KF,227,real
MAE,4.785925469982515,KF,227,real
R2,0.03864360848351848,KF,227,real
RMSE,6.1229711201556425,KF,227,real
RMSPE,0.12355978384627408,KF,227,real
RSR,0.9800020001222373,KF,227,real
r,0.30287431218802097,KF,227,real
r2,0.0936938414234386,KF,227,real
CCC,0.11053248542639793,block,227,real
MAE,5.26827368461986,block,227,real
R2,-0.1821379431954734,block,227,real
RMSE,6.663155391763301,block,227,real
RMSPE,0.136111757257124,block,227,real
RSR,1.0858154292589448,block,227,real
r,0.14115930620456496,block,227,real
r2,0.021594359466092273,block,227,real
CCC,0.5384320644285335,KF,228,simulated
MAE,1.2780647628611623,KF,228,simulated
R2,0.36919135375381523,KF,228,simulated
RMSE,1.584396214312475,KF,228,simulated
RMSPE,4.803533541604112,KF,228,simulated
RSR,0.7942150540258318,KF,228,simulated
r,0.6117771558905023,KF,228,simulated
r2,0.3743223220453653,KF,228,simulated
CCC,0.14368730543035113,block,228,simulated
MAE,1.660686467375007,block,228,simulated
R2,-0.20265207432207655,block,228,simulated
RMSE,2.050090978271037,block,228,simulated
RMSPE,9.518861681594794,block,228,simulated
RSR,1.09204459423074,block,228,simulated
r,0.20672477721637852,block,228,simulated
r2,0.04696689798532613,block,228,simulated
CCC,0.2568824870460213,KF,228,real
MAE,4.7622288354224045,KF,228,real
R2,0.03838184823179872,KF,228,real
RMSE,6.149114747473419,KF,228,real
RMSPE,0.12539688686526815,KF,228,real
RSR,0.9803089261911951,KF,228,real
r,0.318592014113936,KF,228,real
r2,0.10202889697865751,KF,228,real
CCC,0.1074769917943287,block,228,real
MAE,5.27388812930326,block,228,real
R2,-0.17605142061347748,block,228,real
RMSE,6.650940784378707,block,228,real
RMSPE,0.1361939787046411,block,228,real
RSR,1.0832831299368486,block,228,real
r,0.1406921519288565,block,228,real
r2,0.021844557410987273,block,228,real
CCC,0.42805788594078015,KF,229,simulated
MAE,1.2421052775267138,KF,229,simulated
R2,0.2575009317458863,KF,229,simulated
RMSE,1.5697945451865294,KF,229,simulated
RMSPE,9.301640872677217,KF,229,simulated
RSR,0.8616811892542421,KF,229,simulated
r,0.5177833420672003,KF,229,simulated
r2,0.2681000532930767,KF,229,simulated
CCC,0.2937537452499659,block,229,simulated
MAE,1.4081415996838214,block,229,simulated
R2,-0.013427127211645665,block,229,simulated
RMSE,1.7292838338453367,block,229,simulated
RMSPE,5.130248915764299,block,229,simulated
RSR,1.003649362397257,block,229,simulated
r,0.43233726399401845,block,229,simulated
r2,0.19103449011276144,block,229,simulated
CCC,0.27666977712636354,KF,229,real
MAE,4.78608056386262,KF,229,real
R2,0.06519889920423394,KF,229,real
RMSE,6.086741392623545,KF,229,real
RMSPE,0.12363214873998257,KF,229,real
RSR,0.9667239615678738,KF,229,real
r,0.33734899099125815,KF,229,real
r2,0.11464851782077279,KF,229,real
CCC,0.13479711608875125,block,229,real
MAE,5.208624927684614,block,229,real
R2,-0.14879170986953247,block,229,real
RMSE,6.571701242840166,block,229,real
RMSPE,0.1338116527007811,block,229,real
RSR,1.0705410219510232,block,229,real
r,0.17572321706836602,block,229,real
r2,0.032412829440437295,block,229,real
CCC,0.4222699670982364,KF,230,simulated
MAE,1.1530054783399424,KF,230,simulated
R2,0.25076843215024763,KF,230,simulated
RMSE,1.4535937313009306,KF,230,simulated
RMSPE,7.6028533074623645,KF,230,simulated
RSR,0.8641993839006233,KF,230,simulated
r,0.5074752741609929,KF,230,simulated
r2,0.2644860745088496,KF,230,simulated
CCC,0.39138561290875634,block,230,simulated
MAE,1.17521723446906,block,230,simulated
R2,0.1941352623944874,block,230,simulated
RMSE,1.4863773838822238,block,230,simulated
RMSPE,5.063612489890223,block,230,simulated
RSR,0.8954196067897809,block,230,simulated
r,0.46167907563696003,block,230,simulated
r2,0.22343360795949438,block,230,simulated
CCC,0.2652411569066479,KF,230,real
MAE,4.698750666188306,KF,230,real
R2,0.06345427739671816,KF,230,real
RMSE,6.0835191746350015,KF,230,real
RMSPE,0.12285136598261014,KF,230,real
RSR,0.9669324284129323,KF,230,real
r,0.33209268158695093,KF,230,real
r2,0.11422041055740194,KF,230,real
CCC,0.12050998567483533,block,230,real
MAE,5.260164376751384,block,230,real
R2,-0.17952902108176674,block,230,real
RMSE,6.656611711925879,block,230,real
RMSPE,0.1351558091912099,block,230,real
RSR,1.084714692857055,block,230,real
r,0.15269140306840565,block,230,real
r2,0.025378820185507692,block,230,real
CCC,0.537377178187575,KF,231,simulated
MAE,1.0726453751939646,KF,231,simulated
R2,0.3690105984882177,KF,231,simulated
RMSE,1.3691082651541222,KF,231,simulated
RMSPE,4.577933085058723,KF,231,simulated
RSR,0.7937778213007798,KF,231,simulated
r,0.6204069048884583,KF,231,simulated
r2,0.3859283351491413,KF,231,simulated
CCC,0.36377069699878223,block,231,simulated
MAE,1.2281267563352294,block,231,simulated
R2,0.1756423333352113,block,231,simulated
RMSE,1.551721640893007,block,231,simulated
RMSPE,5.395673713290055,block,231,simulated
RSR,0.9036300911740224,block,231,simulated
r,0.4354126208946547,block,231,simulated
r2,0.21711479418928803,block,231,simulated
CCC,0.24825327212749063,KF,231,real
MAE,4.82774147427756,KF,231,real
R2,0.051227536774550754,KF,231,real
RMSE,6.131029697475042,KF,231,real
RMSPE,0.1219268995175647,KF,231,real
RSR,0.9736813058199192,KF,231,real
r,0.3087887368723376,KF,231,real
r2,0.09755382541921558,KF,231,real
CCC,0.11113927328160138,block,231,real
MAE,5.28532350876884,block,231,real
R2,-0.1779822307615678,block,231,real
RMSE,6.653389900618156,block,231,real
RMSPE,0.13621731079632526,block,231,real
RSR,1.0839949815627732,block,231,real
r,0.1465541817983167,block,231,real
r2,0.02344360937753165,block,231,real
CCC,0.4333265547433964,KF,232,simulated
MAE,1.2477287725164088,KF,232,simulated
R2,0.25376042370842306,KF,232,simulated
RMSE,1.5797560301545424,KF,232,simulated
RMSPE,8.90003060342626,KF,232,simulated
RSR,0.8635757222423557,KF,232,simulated
r,0.5155137555244244,KF,232,simulated
r2,0.2667003473790571,KF,232,simulated
CCC,0.20310346885184952,block,232,simulated
MAE,1.4518567422202924,block,232,simulated
R2,-0.28610491779537955,block,232,simulated
RMSE,1.82287132541581,block,232,simulated
RMSPE,15.147456760877779,block,232,simulated
RSR,1.0983459832511657,block,232,simulated
r,0.261106994153925,block,232,simulated
r2,0.13368003543707643,block,232,simulated
CCC,0.24055727678627617,KF,232,real
MAE,4.7727531480460135,KF,232,real
R2,0.051202544356363254,KF,232,real
RMSE,6.120006982359708,KF,232,real
RMSPE,0.12410859228433412,KF,232,real
RSR,0.9734987906591731,KF,232,real
r,0.304324408409177,KF,232,real
r2,0.09741959920481946,KF,232,real
CCC,0.131156094490024,block,232,real
MAE,5.20079612569521,block,232,real
R2,-0.15145513957218473,block,232,real
RMSE,6.571058282001233,block,232,real
RMSPE,0.13430151798087356,block,232,real
RSR,1.0714344000771592,block,232,real
r,0.1722302128331523,block,232,real
r2,0.031069982198717136,block,232,real
CCC,0.4791430095229617,KF,233,simulated
MAE,1.2809017930456468,KF,233,simulated
R2,0.2904959214676167,KF,233,simulated
RMSE,1.5695987785045995,KF,233,simulated
RMSPE,19.22970256156719,KF,233,simulated
RSR,0.8419658117793322,KF,233,simulated
r,0.5499703139426831,KF,233,simulated
r2,0.30363684654241924,KF,233,simulated
CCC,0.1504249765610763,block,233,simulated
MAE,1.4581732531551745,block,233,simulated
R2,-0.11453858874316591,block,233,simulated
RMSE,1.8020055279152833,block,233,simulated
RMSPE,23.961840097113008,block,233,simulated
RSR,1.0534518789186662,block,233,simulated
r,0.25874018540443294,block,233,simulated
r2,0.06769075986816256,block,233,simulated
CCC,0.273812817772713,KF,233,real
MAE,4.705960747924283,KF,233,real
R2,0.07742957422510117,KF,233,real
RMSE,6.014719904073132,KF,233,real
RMSPE,0.12226074824389942,KF,233,real
RSR,0.9601675672964255,KF,233,real
r,0.344507204541451,KF,233,real
r2,0.12011182799539565,KF,233,real
CCC,0.13234997786970423,block,233,real
MAE,5.217028026821217,block,233,real
R2,-0.15032280356603459,block,233,real
RMSE,6.576838438804038,block,233,real
RMSPE,0.13409550498857647,block,233,real
RSR,1.071359060491388,block,233,real
r,0.1743520296937288,block,233,real
r2,0.032278539080103086,block,233,real
CCC,0.3993228787532761,KF,234,simulated
MAE,1.2965906728129604,KF,234,simulated
R2,0.21604038514223245,KF,234,simulated
RMSE,1.6452795921061805,KF,234,simulated
RMSPE,33.51186007822783,KF,234,simulated
RSR,0.8853352434850205,KF,234,simulated
r,0.4794035207118435,KF,234,simulated
r2,0.22998448031909277,KF,234,simulated
CCC,0.2612989392334676,block,234,simulated
MAE,1.430190324429084,block,234,simulated
R2,-0.037734192672974586,block,234,simulated
RMSE,1.7845480867798915,block,234,simulated
RMSPE,36.25475495002305,block,234,simulated
RSR,1.0135970365315998,block,234,simulated
r,0.38289550392476307,block,234,simulated
r2,0.1475239681226421,block,234,simulated
CCC,0.2555521537548279,KF,234,real
MAE,4.794829848926573,KF,234,real
R2,0.06035722616508946,KF,234,real
RMSE,6.088641787881069,KF,234,real
RMSPE,0.12150730854126836,KF,234,real
RSR,0.9690077426547945,KF,234,real
r,0.31663614894131836,KF,234,real
r2,0.10293289955626443,KF,234,real
CCC,0.11779219265757972,block,234,real
MAE,5.232824827062792,block,234,real
R2,-0.1640976322708528,block,234,real
RMSE,6.606499644681215,block,234,real
RMSPE,0.13547146739029123,block,234,real
RSR,1.0773060539256558,block,234,real
r,0.1562653390924348,block,234,real
r2,0.026495967480694996,block,234,real
CCC,0.5073338896059353,KF,235,simulated
MAE,1.3465284123219938,KF,235,simulated
R2,0.3310669987325828,KF,235,simulated
RMSE,1.673282299071946,KF,235,simulated
RMSPE,8.512148749968128,KF,235,simulated
RSR,0.8176439610966035,KF,235,simulated
r,0.5812625464334601,KF,235,simulated
r2,0.33850204277506984,KF,235,simulated
CCC,0.2457825995019205,block,235,simulated
MAE,1.5487081566846872,block,235,simulated
R2,-0.016546003067335707,block,235,simulated
RMSE,1.9174863063737575,block,235,simulated
RMSPE,5.751948956987639,block,235,simulated
RSR,1.0049992545127917,block,235,simulated
r,0.38444267356594836,block,235,simulated
r2,0.1491130263223999,block,235,simulated
CCC,0.2756388599011719,KF,235,real
MAE,4.748157235869633,KF,235,real
R2,0.0807774557005642,KF,235,real
RMSE,6.033561749429308,KF,235,real
RMSPE,0.12289951050570763,KF,235,real
RSR,0.9584572521185816,KF,235,real
r,0.35025524831126803,KF,235,real
r2,0.12404977366697188,KF,235,real
CCC,0.11002074901210403,block,235,real
MAE,5.324496328851024,block,235,real
R2,-0.19089802084086357,block,235,real
RMSE,6.690622518173118,block,235,real
RMSPE,0.13603168853670602,block,235,real
RSR,1.0899655211605257,block,235,real
r,0.1387719191728141,block,235,real
r2,0.02086444393611342,block,235,real
CCC,0.44142818361750896,KF,236,simulated
MAE,1.2193013970389737,KF,236,simulated
R2,0.26215979048483484,KF,236,simulated
RMSE,1.5209484700496618,KF,236,simulated
RMSPE,11.87441924782788,KF,236,simulated
RSR,0.8580930319646908,KF,236,simulated
r,0.528017483410583,KF,236,simulated
r2,0.2817203540239948,KF,236,simulated
CCC,0.3176363785787067,block,236,simulated
MAE,1.303044168730228,block,236,simulated
R2,0.1547549835168588,block,236,simulated
RMSE,1.6151301189269045,block,236,simulated
RMSPE,11.300646367349088,block,236,simulated
RSR,0.9162809891552784,block,236,simulated
r,0.4053485574411502,block,236,simulated
r2,0.19097436544458032,block,236,simulated
CCC,0.23509274500473135,KF,236,real
MAE,4.903584498051653,KF,236,real
R2,-0.02190581666622604,KF,236,real
RMSE,6.27297531754244,KF,236,real
RMSPE,0.12635761835210327,KF,236,real
RSR,1.0102362178323567,KF,236,real
r,0.2959939031402981,KF,236,real
r2,0.08893971589841793,KF,236,real
CCC,0.11499554064476132,block,236,real
MAE,5.25828719291961,block,236,real
R2,-0.1740420720115555,block,236,real
RMSE,6.644718448237369,block,236,real
RMSPE,0.13590306014491885,block,236,real
RSR,1.0823749639612854,block,236,real
r,0.14907315335539703,block,236,real
r2,0.02483375189890859,block,236,real
CCC,0.5407312428203475,KF,237,simulated
MAE,1.186345514741623,KF,237,simulated
R2,0.36097264640861154,KF,237,simulated
RMSE,1.4738401590014856,KF,237,simulated
RMSPE,7.425033492207473,KF,237,simulated
RSR,0.7992432744374526,KF,237,simulated
r,0.6059294183444001,KF,237,simulated
r2,0.36748635760945886,KF,237,simulated
CCC,0.36190829576600225,block,237,simulated
MAE,1.330303443502921,block,237,simulated
R2,-0.003962399329573281,block,237,simulated
RMSE,1.666080326338309,block,237,simulated
RMSPE,8.42160945098298,block,237,simulated
RSR,0.9859074774718515,block,237,simulated
r,0.4655078400786335,block,237,simulated
r2,0.22361834714037632,block,237,simulated
CCC,0.2839942733087289,KF,237,real
MAE,4.771414666637873,KF,237,real
R2,0.0770211286084691,KF,237,real
RMSE,6.038881919877447,KF,237,real
RMSPE,0.12121225716275219,KF,237,real
RSR,0.9598114118889587,KF,237,real
r,0.3549631937937104,KF,237,real
r2,0.12894360850213146,KF,237,real
CCC,0.11654786406179056,block,237,real
MAE,5.237019020805249,block,237,real
R2,-0.17609365256418416,block,237,real
RMSE,6.6433295882281245,block,237,real
RMSPE,0.13582145612632943,block,237,real
RSR,1.0830119247373016,block,237,real
r,0.1487358140779704,block,237,real
r2,0.025001001606646523,block,237,real
CCC,0.5025155470484286,KF,238,simulated
MAE,1.2846076099419796,KF,238,simulated
R2,0.31925731025325155,KF,238,simulated
RMSE,1.608170834468795,KF,238,simulated
RMSPE,3.2092844557248483,KF,238,simulated
RSR,0.8248864239850061,KF,238,simulated
r,0.5740074335169146,KF,238,simulated
r2,0.32995944137400074,KF,238,simulated
CCC,0.2638200289446957,block,238,simulated
MAE,1.4262348385125942,block,238,simulated
R2,0.0042289178422090234,block,238,simulated
RMSE,1.7773028719577206,block,238,simulated
RMSPE,3.473902514498452,block,238,simulated
RSR,0.989527492120723,block,238,simulated
r,0.34241474472737016,block,238,simulated
r2,0.14077565926994146,block,238,simulated
CCC,0.23764443410693717,KF,238,real
MAE,4.7671442277220315,KF,238,real
R2,0.05286016159917891,KF,238,real
RMSE,6.1335362694141375,KF,238,real
RMSPE,0.12547705302694526,KF,238,real
RSR,0.9730738960659336,KF,238,real
r,0.30138711105635224,KF,238,real
r2,0.09173027877454158,KF,238,real
CCC,0.1122398060633303,block,238,real
MAE,5.263442534926633,block,238,real
R2,-0.1759231408152321,block,238,real
RMSE,6.6414272967581836,block,238,real
RMSPE,0.1357210905415416,block,238,real
RSR,1.0827953922961082,block,238,real
r,0.14699712951344376,block,238,real
r2,0.023584559981056713,block,238,real
CCC,0.5388102206636873,KF,239,simulated
MAE,1.232490335724061,KF,239,simulated
R2,0.36073877465206944,KF,239,simulated
RMSE,1.5583324872095456,KF,239,simulated
RMSPE,123.86916638462323,KF,239,simulated
RSR,0.7988694228196654,KF,239,simulated
r,0.6100302745337932,KF,239,simulated
r2,0.3739076021313487,KF,239,simulated
CCC,0.2355748008544399,block,239,simulated
MAE,1.5001625803718497,block,239,simulated
R2,-0.08711136688664678,block,239,simulated
RMSE,1.8639436186775102,block,239,simulated
RMSPE,774.0836352806367,block,239,simulated
RSR,1.0385078460281416,block,239,simulated
r,0.3235404160015241,block,239,simulated
r2,0.10535670607629945,block,239,simulated
CCC,0.2871096620003916,KF,239,real
MAE,4.6271205911962445,KF,239,real
R2,0.11533850931318686,KF,239,real
RMSE,5.907392431583232,KF,239,real
RMSPE,0.11860186977087227,KF,239,real
RSR,0.9401539721241875,KF,239,real
r,0.3660005478589728,KF,239,real
r2,0.13641470843809053,KF,239,real
CCC,0.1183115023849655,block,239,real
MAE,5.247127155464972,block,239,real
R2,-0.1725302496634397,block,239,real
RMSE,6.637515204491378,block,239,real
RMSPE,0.13511440952481255,block,239,real
RSR,1.0815687105673548,block,239,real
r,0.15074624509358078,block,239,real
r2,0.02619894556949184,block,239,real
CCC,0.4570860340312361,KF,240,simulated
MAE,1.1528496197958873,KF,240,simulated
R2,0.27943024900118335,KF,240,simulated
RMSE,1.446373412893073,KF,240,simulated
RMSPE,23.97420949596777,KF,240,simulated
RSR,0.8484508669793439,KF,240,simulated
r,0.5341016913831927,KF,240,simulated
r2,0.2867863861799098,KF,240,simulated
CCC,0.38902517343212234,block,240,simulated
MAE,1.2233891029933328,block,240,simulated
R2,0.18839763134983636,block,240,simulated
